STATE DESCRIPTION,NAICS CODE,NAICS DESCRIPTION,ENTERPRISE EMPLOYMENT SIZE,EMPLOYMENT,"ANNUAL PAYROLL ($1,000)",YEAR
Iowa,62,Health care and social assistance,9:   500+,92691,3598579,2009
Iowa,71,"Arts, entertainment, and recreation",8:   <500,14233,219848,2009
Iowa,71,"Arts, entertainment, and recreation",9:   500+,7463,146605,2009
Iowa,72,Accommodation and food services,8:   <500,79313,831144,2009
Iowa,72,Accommodation and food services,9:   500+,34432,527891,2009
Iowa,81,Other services (except public administration),8:   <500,47639,980636,2009
Iowa,81,Other services (except public administration),9:   500+,4456,142499,2009
Iowa,99,Industries not classified,8:   <500,83,1502,2009
Iowa,31-33,Manufacturing,8:   <500,72380,2663083,2009
Iowa,31-33,Manufacturing,9:   500+,131618,6226334,2009
Iowa,44-45,Retail trade,8:   <500,71111,1696679,2009
Iowa,44-45,Retail trade,9:   500+,106529,2034866,2009
Iowa,48-49,Transportation and warehousing,8:   <500,23201,720426,2009
Iowa,48-49,Transportation and warehousing,9:   500+,33018,1177837,2009
Kansas,11,"Agriculture, forestry, fishing and hunting",8:   <500,699,22167,2009
Kansas,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2009
Kansas,21,"Mining, quarrying, and oil and gas extraction",8:   <500,7098,315589,2009
Kansas,21,"Mining, quarrying, and oil and gas extraction",9:   500+,2321,149481,2009
Kansas,22,Utilities,8:   <500,1836,117277,2009
Kansas,22,Utilities,9:   500+,5555,446096,2009
Kansas,23,Construction,8:   <500,52973,2162701,2009
Kansas,23,Construction,9:   500+,8581,547163,2009
Kansas,42,Wholesale trade,8:   <500,36144,1619032,2009
Kansas,42,Wholesale trade,9:   500+,24578,1321917,2009
Kansas,51,Information,8:   <500,9102,365669,2009
Kansas,51,Information,9:   500+,38903,2679901,2009
Kansas,52,Finance and insurance,8:   <500,29189,1381019,2009
Kansas,52,Finance and insurance,9:   500+,31038,1825820,2009
Kansas,53,Real estate and rental and leasing,8:   <500,10762,334904,2009
Kansas,53,Real estate and rental and leasing,9:   500+,3762,115980,2009
Kansas,54,"Professional, scientific, and technical services",8:   <500,42575,1909424,2009
Kansas,54,"Professional, scientific, and technical services",9:   500+,17524,1162187,2009
Kansas,55,Management of companies and enterprises,8:   <500,4043,253673,2009
Kansas,55,Management of companies and enterprises,9:   500+,17212,1347485,2009
Kansas,56,Administrative and support and waste management and remediation services,8:   <500,29784,808023,2009
Kansas,56,Administrative and support and waste management and remediation services,9:   500+,34887,1024517,2009
Kansas,61,Educational services,8:   <500,13179,308760,2009
Kansas,61,Educational services,9:   500+,5619,160096,2009
Kansas,62,Health care and social assistance,8:   <500,105550,3576384,2009
Kansas,62,Health care and social assistance,9:   500+,79730,3173578,2009
Kansas,71,"Arts, entertainment, and recreation",8:   <500,11446,197144,2009
Kansas,71,"Arts, entertainment, and recreation",9:   500+,2951,39972,2009
Kansas,72,Accommodation and food services,8:   <500,64757,723539,2009
Kansas,72,Accommodation and food services,9:   500+,41037,559526,2009
Kansas,81,Other services (except public administration),8:   <500,48158,1061056,2009
Kansas,81,Other services (except public administration),9:   500+,4614,106098,2009
Kansas,99,Industries not classified,8:   <500,102,1707,2009
Kansas,31-33,Manufacturing,8:   <500,58113,2134091,2009
Kansas,31-33,Manufacturing,9:   500+,109303,5343747,2009
Kansas,44-45,Retail trade,8:   <500,63232,1552197,2009
Kansas,44-45,Retail trade,9:   500+,84056,1680049,2009
Kansas,48-49,Transportation and warehousing,8:   <500,15871,533264,2009
Kansas,48-49,Transportation and warehousing,9:   500+,29974,1085334,2009
Kentucky,11,"Agriculture, forestry, fishing and hunting",8:   <500,1652,53605,2009
Kentucky,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2009
Kentucky,21,"Mining, quarrying, and oil and gas extraction",8:   <500,10606,519320,2009
Kentucky,21,"Mining, quarrying, and oil and gas extraction",9:   500+,12084,814569,2009
Kentucky,22,Utilities,8:   <500,2492,140169,2009
Kentucky,22,Utilities,9:   500+,5675,482189,2009
Kentucky,23,Construction,8:   <500,64091,2492520,2009
Kentucky,23,Construction,9:   500+,6749,326370,2009
Kentucky,42,Wholesale trade,8:   <500,38524,1635052,2009
Kentucky,42,Wholesale trade,9:   500+,33295,1986874,2009
Kentucky,51,Information,8:   <500,8014,289064,2009
Kentucky,51,Information,9:   500+,25455,995150,2009
Kentucky,52,Finance and insurance,8:   <500,26568,1072467,2009
Kentucky,52,Finance and insurance,9:   500+,42045,2291134,2009
Kentucky,53,Real estate and rental and leasing,8:   <500,12663,370741,2009
Kentucky,53,Real estate and rental and leasing,9:   500+,5784,203034,2009
Kentucky,54,"Professional, scientific, and technical services",8:   <500,45561,1903921,2009
Kentucky,54,"Professional, scientific, and technical services",9:   500+,19322,993846,2009
Kentucky,55,Management of companies and enterprises,8:   <500,3671,215029,2009
Kentucky,55,Management of companies and enterprises,9:   500+,21268,1743192,2009
Kentucky,56,Administrative and support and waste management and remediation services,8:   <500,33865,873626,2009
Kentucky,56,Administrative and support and waste management and remediation services,9:   500+,42916,1021884,2009
Kentucky,61,Educational services,8:   <500,15480,346964,2009
Kentucky,61,Educational services,9:   500+,12151,290314,2009
Kentucky,62,Health care and social assistance,8:   <500,109773,3971642,2009
Kentucky,62,Health care and social assistance,9:   500+,128674,5206667,2009
Kentucky,71,"Arts, entertainment, and recreation",8:   <500,14173,284409,2009
Kentucky,71,"Arts, entertainment, and recreation",9:   500+,3407,75413,2009
Kentucky,72,Accommodation and food services,8:   <500,93961,1096555,2009
Kentucky,72,Accommodation and food services,9:   500+,59437,837092,2009
Kentucky,81,Other services (except public administration),8:   <500,54152,1175546,2009
Kentucky,81,Other services (except public administration),9:   500+,11858,299243,2009
Kentucky,99,Industries not classified,8:   <500,0,2846,2009
Kentucky,31-33,Manufacturing,8:   <500,77560,2790169,2009
Kentucky,31-33,Manufacturing,9:   500+,137186,6205177,2009
Kentucky,44-45,Retail trade,8:   <500,81991,1976255,2009
Kentucky,44-45,Retail trade,9:   500+,140363,3160409,2009
Kentucky,48-49,Transportation and warehousing,8:   <500,19321,647712,2009
Kentucky,48-49,Transportation and warehousing,9:   500+,64579,2925625,2009
Louisiana,11,"Agriculture, forestry, fishing and hunting",8:   <500,3710,127573,2009
Louisiana,11,"Agriculture, forestry, fishing and hunting",9:   500+,181,10913,2009
Louisiana,21,"Mining, quarrying, and oil and gas extraction",8:   <500,17621,1061601,2009
Louisiana,21,"Mining, quarrying, and oil and gas extraction",9:   500+,32879,2341156,2009
Louisiana,22,Utilities,8:   <500,2614,109432,2009
Louisiana,22,Utilities,9:   500+,0,0,2009
Louisiana,23,Construction,8:   <500,84533,3443999,2009
Louisiana,23,Construction,9:   500+,48891,2895016,2009
Louisiana,42,Wholesale trade,8:   <500,48108,2126265,2009
Louisiana,42,Wholesale trade,9:   500+,28927,1631328,2009
Louisiana,51,Information,8:   <500,7234,281792,2009
Louisiana,51,Information,9:   500+,20783,971340,2009
Louisiana,52,Finance and insurance,8:   <500,34694,1532611,2009
Louisiana,52,Finance and insurance,9:   500+,29506,1685096,2009
Louisiana,53,Real estate and rental and leasing,8:   <500,20129,719145,2009
Louisiana,53,Real estate and rental and leasing,9:   500+,10447,497101,2009
Louisiana,54,"Professional, scientific, and technical services",8:   <500,68488,3538128,2009
Louisiana,54,"Professional, scientific, and technical services",9:   500+,21286,1186170,2009
Louisiana,55,Management of companies and enterprises,8:   <500,5737,335451,2009
Louisiana,55,Management of companies and enterprises,9:   500+,11992,1061877,2009
Louisiana,56,Administrative and support and waste management and remediation services,8:   <500,50478,1436371,2009
Louisiana,56,Administrative and support and waste management and remediation services,9:   500+,55336,1521378,2009
Louisiana,61,Educational services,8:   <500,22505,606500,2009
Louisiana,61,Educational services,9:   500+,10669,476929,2009
Louisiana,62,Health care and social assistance,8:   <500,156173,4891832,2009
Louisiana,62,Health care and social assistance,9:   500+,120380,5112475,2009
Louisiana,71,"Arts, entertainment, and recreation",8:   <500,14554,489766,2009
Louisiana,71,"Arts, entertainment, and recreation",9:   500+,10054,208647,2009
Louisiana,72,Accommodation and food services,8:   <500,104390,1425783,2009
Louisiana,72,Accommodation and food services,9:   500+,79322,1349798,2009
Louisiana,81,Other services (except public administration),8:   <500,66969,1556744,2009
Louisiana,81,Other services (except public administration),9:   500+,8704,290853,2009
Louisiana,99,Industries not classified,8:   <500,138,2547,2009
Louisiana,31-33,Manufacturing,8:   <500,52911,2141988,2009
Louisiana,31-33,Manufacturing,9:   500+,81892,5022067,2009
Louisiana,44-45,Retail trade,8:   <500,98907,2507165,2009
Louisiana,44-45,Retail trade,9:   500+,130968,2672654,2009
Louisiana,48-49,Transportation and warehousing,8:   <500,30980,1451726,2009
Louisiana,48-49,Transportation and warehousing,9:   500+,36953,1784297,2009
Maine,11,"Agriculture, forestry, fishing and hunting",8:   <500,3443,120096,2009
Maine,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2009
Maine,21,"Mining, quarrying, and oil and gas extraction",8:   <500,86,3125,2009
Maine,21,"Mining, quarrying, and oil and gas extraction",9:   500+,0,0,2009
Maine,22,Utilities,8:   <500,721,42243,2009
Maine,22,Utilities,9:   500+,0,0,2009
Maine,23,Construction,8:   <500,21852,894124,2009
Maine,23,Construction,9:   500+,1532,93536,2009
Maine,42,Wholesale trade,8:   <500,11258,462189,2009
Maine,42,Wholesale trade,9:   500+,6566,354011,2009
Maine,51,Information,8:   <500,5251,189667,2009
Maine,51,Information,9:   500+,7638,309946,2009
Maine,52,Finance and insurance,8:   <500,10691,489064,2009
Maine,52,Finance and insurance,9:   500+,16275,948427,2009
Maine,53,Real estate and rental and leasing,8:   <500,5345,173665,2009
Maine,53,Real estate and rental and leasing,9:   500+,1251,37247,2009
Maine,54,"Professional, scientific, and technical services",8:   <500,17791,873703,2009
Maine,54,"Professional, scientific, and technical services",9:   500+,6041,322825,2009
Maine,55,Management of companies and enterprises,8:   <500,1696,79434,2009
Maine,55,Management of companies and enterprises,9:   500+,5958,438541,2009
Maine,56,Administrative and support and waste management and remediation services,8:   <500,14967,413376,2009
Maine,56,Administrative and support and waste management and remediation services,9:   500+,7277,190029,2009
Maine,61,Educational services,8:   <500,7152,196730,2009
Maine,61,Educational services,9:   500+,7864,212524,2009
Maine,62,Health care and social assistance,8:   <500,53739,1768031,2009
Maine,62,Health care and social assistance,9:   500+,53444,2333377,2009
Maine,71,"Arts, entertainment, and recreation",8:   <500,6307,130051,2009
Maine,71,"Arts, entertainment, and recreation",9:   500+,1059,18959,2009
Maine,72,Accommodation and food services,8:   <500,35411,661464,2009
Maine,72,Accommodation and food services,9:   500+,9543,132654,2009
Maine,81,Other services (except public administration),8:   <500,16774,394968,2009
Maine,81,Other services (except public administration),9:   500+,1674,44340,2009
Maine,99,Industries not classified,8:   <500,60,956,2009
Maine,31-33,Manufacturing,8:   <500,23993,891050,2009
Maine,31-33,Manufacturing,9:   500+,29066,1421982,2009
Maine,44-45,Retail trade,8:   <500,37610,979713,2009
Maine,44-45,Retail trade,9:   500+,42687,904208,2009
Maine,48-49,Transportation and warehousing,8:   <500,7975,270319,2009
Maine,48-49,Transportation and warehousing,9:   500+,7314,264560,2009
Maryland,11,"Agriculture, forestry, fishing and hunting",8:   <500,663,17880,2009
Maryland,11,"Agriculture, forestry, fishing and hunting",9:   500+,259,9822,2009
Maryland,21,"Mining, quarrying, and oil and gas extraction",8:   <500,832,35253,2009
Maryland,21,"Mining, quarrying, and oil and gas extraction",9:   500+,652,32834,2009
Maryland,22,Utilities,8:   <500,0,0,2009
Maryland,22,Utilities,9:   500+,9612,988826,2009
Maryland,23,Construction,8:   <500,133900,6317160,2009
Maryland,23,Construction,9:   500+,22253,1437865,2009
Maryland,42,Wholesale trade,8:   <500,53721,2859064,2009
Maryland,42,Wholesale trade,9:   500+,37569,2538285,2009
Maryland,51,Information,8:   <500,16396,1034536,2009
Maryland,51,Information,9:   500+,40252,2878435,2009
Maryland,52,Finance and insurance,8:   <500,37453,2469446,2009
Maryland,52,Finance and insurance,9:   500+,71735,5504110,2009
Maryland,53,Real estate and rental and leasing,8:   <500,28127,1365968,2009
Maryland,53,Real estate and rental and leasing,9:   500+,17610,840262,2009
Maryland,54,"Professional, scientific, and technical services",8:   <500,135145,9241888,2009
Maryland,54,"Professional, scientific, and technical services",9:   500+,91858,7512425,2009
Maryland,55,Management of companies and enterprises,8:   <500,7564,449554,2009
Maryland,55,Management of companies and enterprises,9:   500+,41876,3898037,2009
Maryland,56,Administrative and support and waste management and remediation services,8:   <500,84029,2856638,2009
Maryland,56,Administrative and support and waste management and remediation services,9:   500+,91279,3376105,2009
Maryland,61,Educational services,8:   <500,36730,1163429,2009
Maryland,61,Educational services,9:   500+,39200,1817732,2009
Maryland,62,Health care and social assistance,8:   <500,157181,6385949,2009
Maryland,62,Health care and social assistance,9:   500+,174400,8175140,2009
Maryland,71,"Arts, entertainment, and recreation",8:   <500,24756,684908,2009
Maryland,71,"Arts, entertainment, and recreation",9:   500+,0,0,2009
Maryland,72,Accommodation and food services,8:   <500,117157,1843630,2009
Maryland,72,Accommodation and food services,9:   500+,75998,1305628,2009
Maryland,81,Other services (except public administration),8:   <500,96633,2943268,2009
Maryland,81,Other services (except public administration),9:   500+,12944,522985,2009
Maryland,99,Industries not classified,8:   <500,242,5944,2009
Maryland,31-33,Manufacturing,8:   <500,49356,2184896,2009
Maryland,31-33,Manufacturing,9:   500+,62301,4064666,2009
Maryland,44-45,Retail trade,8:   <500,100282,2907954,2009
Maryland,44-45,Retail trade,9:   500+,177050,4083358,2009
Maryland,48-49,Transportation and warehousing,8:   <500,24191,828936,2009
